subject_id,review,review2,review3,review4,column_name,month1,month2,month3,month4,date,URL_front,URL_back,Comments
59687840,1,1,NA,NA,begin_date_month,December,March,NA,NA,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Otsego_GROW_062.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Otsego_GROW_061.jpeg,*Date is not specified. Text says Spring
59687840,2,1,NA,NA,begin_date_year,1974,1975,NA,NA,1974,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Otsego_GROW_062.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Otsego_GROW_061.jpeg,
59687848,1,2,1,NA,end_date_year,1991,Same as Begin Date (Year),1990,NA,1991,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Otsego_GROW_022.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Otsego_GROW_021.jpeg,
59687855,1,1,1,1,end_date_month,Same as Begin Date (Month),August,March,May,May,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Opal_GROW_038.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Opal_GROW_037.jpeg,
59687855,2,1,NA,NA,end_date_day,8,19,NA,NA,8,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Opal_GROW_038.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Opal_GROW_037.jpeg,
59687855,1,2,1,NA,end_date_year,Same as Begin Date (Year),1980,1981,NA,1980,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Opal_GROW_038.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Opal_GROW_037.jpeg,
59687856,2,1,NA,NA,begin_date_year,1972,1973,NA,NA,1972,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Opal_GROW_026.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Opal_GROW_025.jpeg,
59687875,1,1,2,NA,end_date_month,Same as Begin Date (Month),June,May,NA,May,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_LittleBear_GROW_022.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_LittleBear_GROW_021.jpeg,
59687875,1,1,1,NA,end_date_day,2,24,27,NA,27,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_LittleBear_GROW_022.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_LittleBear_GROW_021.jpeg,*Day of the date is cut off. Most likely it is 27th
59687881,1,1,NA,NA,end_date_day,3,7,NA,NA,3,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Heart_GROW_030.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Heart_GROW_029.jpeg,
59687891,2,1,1,NA,end_date_year,1977,Same as Begin Date (Year),1978,NA,1977,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Douglas_GROW_022.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Douglas_GROW_021.jpeg,
59687976,1,2,1,NA,begin_date_year,1981,1984,1994,NA,1984,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/ALCONA_SOUTHHOIST_GROW_0005.jpeg,,
59687989,1,2,1,NA,end_date_year,1985,Same as Begin Date (Year),1984,NA,1984,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/BARAGA_CRAIG_GROW_0004.jpeg,,
59688006,2,1,1,NA,end_date_year,1994,Same as Begin Date (Year),1944,NA,1994,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/CALHOUN_LAKEOFTHEWOODS_GROW_0002.jpeg,,
59688029,2,1,1,NA,end_date_day,10,Same as Begin Date (Day),23,NA,23,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Kent_Long_GROW_014.jpg,,
59688035,1,1,2,NA,begin_date_day,1,26,14,NA,14,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Kent_Myers_GROW_013.jpg,,
59688035,1,1,1,NA,end_date_month,Same as Begin Date (Month),May,April,NA,May,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Kent_Myers_GROW_013.jpg,,
59688035,1,1,NA,NA,end_date_day,15,1,NA,NA,26,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Kent_Myers_GROW_013.jpg,,
59688035,1,1,NA,NA,end_date_year,1992,1996,NA,NA,1992,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Kent_Myers_GROW_013.jpg,,
59688045,2,2,NA,NA,begin_date_month,January,July,NA,NA,July,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Lenawee_Devils_GROW_174.jpg,,
59688056,1,1,NA,NA,begin_date_year,1983,1984,NA,NA,1983,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Luce_BelleI_FISHs_003.jpg,,"*Date is cut off but based on recording date, year should be 1983"
59688111,2,1,NA,NA,begin_date_year,1978,1878,NA,NA,1978,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Marquette_GreenwoodReservoir_GROW_001.jpg,,
59688123,2,2,NA,NA,begin_date_year,1931,1981,NA,NA,1981,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Marquette_Moccasin_GROW_067.jpg,,
59688141,1,2,NA,NA,begin_date_year,1986,1985,NA,NA,1985,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/NEWAYGO_CROTON_GROW_0005.jpeg,,
59688146,1,2,NA,NA,begin_date_year,1894,1994,NA,NA,1994,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/NEWAYGO_ENGLEWRIGHT_GROW_0001.jpeg,,
59688164,2,2,NA,NA,end_date_day,20,29,NA,NA,20,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/OAKLAND_BIGT4NR8ES2829_GROW_0008.jpeg,,
59688181,2,2,NA,NA,begin_date_month,April,May,NA,NA,May,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/OAKLAND_SEVENBIG_GROW_0008.jpeg,,
59688181,2,2,NA,NA,begin_date_day,1,30,NA,NA,30,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/OAKLAND_SEVENBIG_GROW_0008.jpeg,,
59688181,2,2,NA,NA,begin_date_year,1996,1991,NA,NA,1991,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/OAKLAND_SEVENBIG_GROW_0008.jpeg,,
59962248,1,1,NA,NA,begin_date_month,August,July,NA,NA,July,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CEDAR_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CEDAR_GROW_0004_2.jpeg,
59962248,1,1,NA,NA,begin_date_day,25,15,NA,NA,15,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CEDAR_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CEDAR_GROW_0004_2.jpeg,
59962248,1,1,NA,NA,end_date_month,July,August,NA,NA,August,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CEDAR_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CEDAR_GROW_0004_2.jpeg,
59962248,1,1,NA,NA,end_date_day,16,26,NA,NA,26,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CEDAR_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CEDAR_GROW_0004_2.jpeg,
59962252,2,1,1,NA,begin_date_year,1981,1980,1982,NA,1981,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CROOKED_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CROOKED_GROW_0001_2.jpeg,
59962273,1,1,NA,NA,begin_date_year,1882,1982,NA,NA,1982,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_JEWELL_GROW_0008_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_JEWELL_GROW_0008_2.jpeg,
59962273,1,1,NA,NA,end_date_year,1882,1982,NA,NA,1982,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_JEWELL_GROW_0008_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_JEWELL_GROW_0008_2.jpeg,
59962298,1,2,NA,NA,begin_date_year,1991,1981,NA,NA,1981,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_ACKERMAN_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_ACKERMAN_GROW_0002_2.jpeg,
59962301,2,1,NA,NA,begin_date_year,1985,1885,NA,NA,1985,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_ADDIS_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_ADDIS_GROW_0001_2.jpeg,
59962307,1,2,1,NA,begin_date_day,6,7,8,NA,6,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_AUTRAIN_GROW_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_AUTRAIN_GROW_0006_2.jpeg,"*Format of the date doesn't follow the standards. Looks like daye range is first followed by the month  and then the year. Based on that assumption, the day is marked as 6"
59962307,1,1,1,NA,end_date_month,August,Same as Begin Date (Month),June,NA,August,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_AUTRAIN_GROW_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_AUTRAIN_GROW_0006_2.jpeg,"*Format of the date doesn't follow the standards. Looks like daye range is first followed by the month  and then the year. Based on that assumption, the month is marked as Aug"
59962307,1,2,NA,NA,end_date_day,7,8,NA,NA,7,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_AUTRAIN_GROW_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_AUTRAIN_GROW_0006_2.jpeg,"*Format of the date doesn't follow the standards. Looks like daye range is first followed by the month  and then the year. Based on that assumption, the day is marked as 7"
59962332,1,1,NA,NA,end_date_month,August,September,NA,NA,September,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_DEER_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_DEER_GROW_0002_2.jpeg,
59962379,2,1,1,NA,end_date_year,Same as Begin Date (Year),1976,1986,NA,1976,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_2.jpeg,
59962438,2,1,NA,NA,end_date_day,30,20,NA,NA,30,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALLEGAN_MINER_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALLEGAN_MINER_GROW_0001_2.jpeg,
59962442,2,1,1,NA,end_date_month,April,December,Same as Begin Date (Month),NA,April,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALLEGAN_OSTERHOUT_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALLEGAN_OSTERHOUT_GROW_0002_2.jpeg,
59962442,2,1,1,NA,end_date_year,1979,1980,Same as Begin Date (Year),NA,1979,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALLEGAN_OSTERHOUT_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALLEGAN_OSTERHOUT_GROW_0002_2.jpeg,
59962454,1,1,NA,NA,begin_date_day,17,18,NA,NA,18,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALLEGAN_SELKIRK_GROW_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALLEGAN_SELKIRK_GROW_0006_2.jpeg,
59962458,1,1,NA,NA,begin_date_month,July,June,NA,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALLEGAN_SWAN_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALLEGAN_SWAN_GROW_0001_2.jpeg,
59962458,1,1,NA,NA,begin_date_day,15,8,NA,NA,8,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALLEGAN_SWAN_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALLEGAN_SWAN_GROW_0001_2.jpeg,
59962459,2,1,1,NA,end_date_month,October,Same as Begin Date (Month),April,NA,October,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALLEGAN_SELKIRK_GROW_0009_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALLEGAN_SELKIRK_GROW_0009_2.jpeg,
59962459,2,1,1,NA,end_date_day,3,10,23,NA,3,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALLEGAN_SELKIRK_GROW_0009_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALLEGAN_SELKIRK_GROW_0009_2.jpeg,
59962459,2,1,1,NA,end_date_year,1986,Same as Begin Date (Year),1987,NA,1986,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALLEGAN_SELKIRK_GROW_0009_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALLEGAN_SELKIRK_GROW_0009_2.jpeg,
59962473,1,2,NA,NA,begin_date_year,1884,1984,NA,NA,1984,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_FLETCHERBACKWATER_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_FLETCHERBACKWATER_GROW_0003_2.jpeg,
59962474,1,1,NA,NA,begin_date_day,18,13,NA,NA,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_FLETCHERBACKWATER_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_FLETCHERBACKWATER_GROW_0004_2.jpeg,*Date is not clear. 
59962474,1,1,NA,NA,end_date_year,1860,1983,NA,NA,1883,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_FLETCHERBACKWATER_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_FLETCHERBACKWATER_GROW_0004_2.jpeg,*Date is not clear. This is a guess based on the numbers visible
59962481,2,2,NA,NA,begin_date_day,18,16,NA,NA,18,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_FOURMILE_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_FOURMILE_GROW_0001_2.jpeg,*Day is not clear. 
59962489,1,2,NA,NA,begin_date_month,March,June,NA,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_LONG_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_LONG_GROW_0002_2.jpeg,
59962489,1,1,NA,NA,begin_date_day,10,1,NA,NA,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_LONG_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_LONG_GROW_0002_2.jpeg,*Day not specified in the date
59962495,1,2,NA,NA,end_date_month,January,October,NA,NA,October,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0004_2.jpeg,
59962496,1,1,NA,NA,end_date_month,August,October,NA,NA,October,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0005_2.jpeg,
59962496,1,1,NA,NA,end_date_day,7,5,NA,NA,5,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0005_2.jpeg,
59962511,1,1,1,NA,end_date_month,October,December,Same as Begin Date (Month),NA,October,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_ELK_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_ELK_GROW_0004_2.jpeg,
59962511,2,1,NA,NA,end_date_day,20,17,NA,NA,20,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_ELK_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_ELK_GROW_0004_2.jpeg,
59962528,1,1,NA,NA,end_date_day,23,30,NA,NA,30,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_INTERMEDIATE_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_INTERMEDIATE_GROW_0002_2.jpeg,
59962534,1,1,NA,NA,end_date_day,2,20,NA,NA,2,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_SIXMILE_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_SIXMILE_GROW_0001_2.jpeg,
59962542,1,2,1,NA,end_date_month,May,Same as Begin Date (Month),January,NA,May,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_THAYER_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_THAYER_GROW_0001_2.jpeg,
59962542,1,2,1,NA,end_date_year,1987,Same as Begin Date (Year),1988,NA,1987,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_THAYER_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_THAYER_GROW_0001_2.jpeg,
59962560,1,2,NA,NA,begin_date_year,1994,1984,NA,NA,1984,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARAGA_CLAIRE_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARAGA_CLAIRE_GROW_0001_2.jpeg,
59962564,1,1,NA,NA,begin_date_year,1991,1860,NA,NA,1991,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARAGA_CRAIG_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARAGA_CRAIG_GROW_0002_2.jpeg,
59962566,2,1,NA,NA,end_date_year,1983,1981,NA,NA,1983,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARAGA_CRAIG_GROW_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARAGA_CRAIG_GROW_0006_2.jpeg,
59962595,1,1,2,NA,end_date_month,February,August,Same as Begin Date (Month),NA,August,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARAGA_VERMILAC_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARAGA_VERMILAC_GROW_0001_2.jpeg,
59962614,1,2,1,NA,end_date_month,January,June,Same as Begin Date (Month),NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_CLOVERDALE_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_CLOVERDALE_GROW_0002_2.jpeg,
59962614,1,2,1,NA,end_date_year,1987,1986,Same as Begin Date (Year),NA,1986,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_CLOVERDALE_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_CLOVERDALE_GROW_0002_2.jpeg,
59962617,1,2,NA,NA,begin_date_month,December,September,NA,NA,September,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_CROOKED_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_CROOKED_GROW_0001_2.jpeg,
59962617,1,2,NA,NA,begin_date_day,11,10,NA,NA,10,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_CROOKED_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_CROOKED_GROW_0001_2.jpeg,
59962625,1,1,NA,NA,end_date_day,30,21,NA,NA,21,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_DEEP_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_DEEP_GROW_0002_2.jpeg,
59962629,1,1,2,NA,end_date_month,Same as Begin Date (Month),December,April,NA,April,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_FINE_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_FINE_GROW_0003_2.jpeg,
59962629,1,1,2,NA,end_date_year,Same as Begin Date (Year),1978,1958,NA,1958,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_FINE_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_FINE_GROW_0003_2.jpeg,
59962636,2,1,NA,NA,begin_date_day,11,18,NA,NA,11,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_GULL_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_GULL_GROW_0003_2.jpeg,
59962636,2,1,NA,NA,end_date_day,20,18,NA,NA,20,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_GULL_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_GULL_GROW_0003_2.jpeg,
59962640,2,1,1,NA,end_date_month,April,August,Same as Begin Date (Month),NA,April,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_GUN_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_GUN_GROW_0001_2.jpeg,
59962641,2,1,NA,NA,begin_date_month,May,October,NA,NA,May,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_GULL_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_GULL_GROW_0005_2.jpeg,
59962641,2,1,NA,NA,begin_date_year,1976,1990,NA,NA,1976,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_GULL_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_GULL_GROW_0005_2.jpeg,
59962653,1,1,1,NA,end_date_month,May,August,Same as Begin Date (Month),NA,May,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_HALL_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_HALL_GROW_0003_2.jpeg,
59962653,2,1,NA,NA,end_date_day,6,23,NA,NA,21,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_HALL_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_HALL_GROW_0003_2.jpeg,
59962653,1,1,1,NA,end_date_year,1992,1993,Same as Begin Date (Year),NA,1992,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_HALL_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_HALL_GROW_0003_2.jpeg,
59962695,2,1,NA,NA,begin_date_month,May,June,NA,NA,May,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_WILLIAMS_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_WILLIAMS_GROW_0004_2.jpeg,
59962695,2,1,NA,NA,begin_date_day,26,3,NA,NA,26,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_WILLIAMS_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_WILLIAMS_GROW_0004_2.jpeg,
59962695,2,1,NA,NA,end_date_month,June,May,NA,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_WILLIAMS_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_WILLIAMS_GROW_0004_2.jpeg,
59962695,2,1,NA,NA,end_date_day,3,26,NA,NA,3,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_WILLIAMS_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_WILLIAMS_GROW_0004_2.jpeg,
