subject_id,URL 4,URL 8,task,Full Task,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,data.gold_standard,data.user_ids
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T33,6th row Length Range [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T34,6th row Mean Length [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T38,7th row Number of Fish [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T39,7th row Length Range [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T40,7th row Mean Length [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T44,8th row Number of Fish [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T45,8th row Length Range [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T46,8th row Mean Length [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T50,9th row Number of Fish [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T51,9th row Length Range [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T52,9th row Mean Length [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T56,10th row Number of Fish [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T57,10th row Length Range [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T58,10th row Mean Length [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T62,11th row Number of Fish [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T63,11th row Length Range [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T64,11th row Mean Length [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T68,12th row Number of Fish [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T69,12th row Length Range [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T70,12th row Mean Length [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T74,13th row Number of Fish [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T75,13th row Length Range [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T76,13th row Mean Length [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T80,14th row Number of Fish [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T81,14th row Length Range [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T82,14th row Mean Length [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T86,15th row Number of Fish [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T87,15th row Length Range [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T88,15th row Mean Length [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T92,16th row Number of Fish [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T93,16th row Length Range [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T94,16th row Mean Length [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T98,17th row Number of Fish [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T99,17th row Length Range [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T100,17th row Mean Length [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T104,18th row Number of Fish [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T105,18th row Length Range [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T106,18th row Mean Length [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T110,19th row Number of Fish [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T111,19th row Length Range [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T112,19th row Mean Length [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T116,20th row Number of Fish [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T117,20th row Length Range [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T118,20th row Mean Length [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T122,21st row Number of Fish [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T123,21st row Length Range [Text],,,,,,
58642622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Charlevoix_Charlevoix51_GROW.jpg,,T124,21st row Mean Length [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T2,First row Number of Fish [Text],"[['19', '19', '19']]",3.0,3.0,19,"[False, False, False]","[1484814, 2017299, 2241742]"
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T3,First row Length Range [Text],"[['8.9-11.6', '8.9-11.6', '8.9-11.6']]",3.0,3.0,8.9-11.6,"[False, False, False]","[1484814, 2017299, 2241742]"
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T4,First row Mean Length [Text],"[['10.0', '10.0', '10.0']]",3.0,3.0,10.0,"[False, False, False]","[1484814, 2017299, 2241742]"
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T8,Second row Number of Fish [Text],"[['27', '27', '27']]",3.0,3.0,27,"[False, False, False]","[1484814, 2017299, 2241742]"
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T9,Second row Length Range [Text],"[['10.2-13.3', '10.2-13.3', '10.2-13.3']]",3.0,3.0,10.2-13.3,"[False, False, False]","[1484814, 2017299, 2241742]"
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T10,Second row Mean Length [Text],"[['12.0', '12.0', '12.0']]",3.0,3.0,12.0,"[False, False, False]","[1484814, 2017299, 2241742]"
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T14,Third row Number of Fish [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T15,Third row Length Range [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T16,Third row Mean Length [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T20,Fourth row Number of Fish [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T21,Fourth row Length Range [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T22,Fourth row Mean Length [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T26,5th row Number of Fish [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T27,5th row Length Range [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T28,5th row Mean Length [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T32,6th row Number of Fish [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T33,6th row Length Range [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T34,6th row Mean Length [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T38,7th row Number of Fish [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T39,7th row Length Range [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T40,7th row Mean Length [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T44,8th row Number of Fish [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T45,8th row Length Range [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T46,8th row Mean Length [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T50,9th row Number of Fish [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T51,9th row Length Range [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T52,9th row Mean Length [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T56,10th row Number of Fish [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T57,10th row Length Range [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T58,10th row Mean Length [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T62,11th row Number of Fish [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T63,11th row Length Range [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T64,11th row Mean Length [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T68,12th row Number of Fish [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T69,12th row Length Range [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T70,12th row Mean Length [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T74,13th row Number of Fish [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T75,13th row Length Range [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T76,13th row Mean Length [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T80,14th row Number of Fish [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T81,14th row Length Range [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T82,14th row Mean Length [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T86,15th row Number of Fish [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T87,15th row Length Range [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T88,15th row Mean Length [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T92,16th row Number of Fish [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T93,16th row Length Range [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T94,16th row Mean Length [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T98,17th row Number of Fish [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T99,17th row Length Range [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T100,17th row Mean Length [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T104,18th row Number of Fish [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T105,18th row Length Range [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T106,18th row Mean Length [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T110,19th row Number of Fish [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T111,19th row Length Range [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T112,19th row Mean Length [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T116,20th row Number of Fish [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T117,20th row Length Range [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T118,20th row Mean Length [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T122,21st row Number of Fish [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T123,21st row Length Range [Text],,,,,,
58642628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Twins_GROW_137.jpg,,T124,21st row Mean Length [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T2,First row Number of Fish [Text],"[['8', '8', '8']]",3.0,3.0,8,"[False, False, False]","[1484814, 1325481, 2158176]"
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T3,First row Length Range [Text],"[['9.2-13.0', '9.2-13.0', '9.2-13.0']]",3.0,3.0,9.2-13.0,"[False, False, False]","[1484814, 1325481, 2158176]"
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T4,First row Mean Length [Text],"[['11.9', '11.9', '11.9']]",3.0,3.0,11.9,"[False, False, False]","[1484814, 1325481, 2158176]"
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T8,Second row Number of Fish [Text],"[['5', '5', '5']]",3.0,3.0,5,"[False, False, False]","[1484814, 1325481, 2158176]"
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T9,Second row Length Range [Text],"[['12.3-14.0', '12.3-14.0', '12.3-14.0']]",3.0,3.0,12.3-14.0,"[False, False, False]","[1484814, 1325481, 2158176]"
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T10,Second row Mean Length [Text],"[['13.5', '13.5', '13.5']]",3.0,3.0,13.5,"[False, False, False]","[1484814, 1325481, 2158176]"
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T14,Third row Number of Fish [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T15,Third row Length Range [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T16,Third row Mean Length [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T20,Fourth row Number of Fish [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T21,Fourth row Length Range [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T22,Fourth row Mean Length [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T26,5th row Number of Fish [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T27,5th row Length Range [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T28,5th row Mean Length [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T32,6th row Number of Fish [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T33,6th row Length Range [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T34,6th row Mean Length [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T38,7th row Number of Fish [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T39,7th row Length Range [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T40,7th row Mean Length [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T44,8th row Number of Fish [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T45,8th row Length Range [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T46,8th row Mean Length [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T50,9th row Number of Fish [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T51,9th row Length Range [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T52,9th row Mean Length [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T56,10th row Number of Fish [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T57,10th row Length Range [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T58,10th row Mean Length [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T62,11th row Number of Fish [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T63,11th row Length Range [Text],,,,,,
58642633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Cheboygan_Weber_GROW_102.jpg,,T64,11th row Mean Length [Text],,,,,,
