subject_id,gear_used_kind,gear_used_mesh,gear_used_length,gear,gear2,number,gear_mesh,mesh_units,gear_length,length_units,gear_effort,gear_effort_units,front,back,comments
58749650,(2) experimental gill nets ; (2) 2inches; (3) 1.5inches; (3) 1.25inches; (2) 1inches seine ,NA,NA,gill,gill,8,2; 1.5; 1.25,inches,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_George_FISHc_135.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_George_FISHc_136.jpg,
58749650,(2) experimental gill nets ; (2) 2inches; (3) 1.5inches; (3) 1.25inches; (2) 1inches seine ,NA,NA,gill,experimental,2,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_George_FISHc_135.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_George_FISHc_136.jpg,
58749690,gill net,exp. 2inches inch bar,125feet feet,gill,exp,1,2,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_LittleLong_FISHc_119.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_LittleLong_FISHc_120.jpg,
58749744,gill net,experimental 2inches bar,125feet,gill,experimental,1,2,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Silver_FISHc_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Silver_FISHc_026.jpg,
58749811,exp. gill,0.75 - 2 inch bar,125 feet,gill,exp,1,0.75-2,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Burke_FISHc_055.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Burke_FISHc_056.jpg,
58749817,exp. gill,0.75 - 2 inch bar,125 feet,gill,exp,1,0.75-2,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Burke_FISHc_061.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Burke_FISHc_062.jpg,
58749821,experimental gill net,0.75inches - 1.75inches bar,125feet,gill,experimental,1,0.75-1.75,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Burke_FISHc_071.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Burke_FISHc_072.jpg,
58749823,exp. gill net,0.75inches - 1.75inches bar,125feet,gill,exp,1,0.75-1.75,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Burke_FISHc_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Burke_FISHc_076.jpg,
58749825,exp. gill net,0.75inches - 1.75inches bar,125feet feet,gill,exp,1,0.75-1.75,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Burke_FISHc_081.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Burke_FISHc_082.jpg,
58749826,exp. gill net,0.75inches - 1.75inches bar,125feet feet,gill,exp,1,0.75-1.75,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Burke_FISHc_077.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Burke_FISHc_078.jpg,
58749830,3 fykes - 3 traps - 1 lift,NA,NA,fyke,fykes,3,,,,,1,lift,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Ovid_FISHc_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Ovid_FISHc_026.jpg,
58749830,3 fykes - 3 traps - 1 lift,NA,NA,trap,traps,3,,,,,1,lift,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Ovid_FISHc_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Ovid_FISHc_026.jpg,
58749834,"6 trap nets, 2 fyke nets",NA,NA,fyke,fyke,2,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Ovid_FISHc_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Ovid_FISHc_038.jpg,
58749834,"6 trap nets, 2 fyke nets",NA,NA,trap,trap,6,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Ovid_FISHc_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Ovid_FISHc_038.jpg,
58749840,"3 trap nets, 2 exp. gill nets",NA,1 night set,gill,exp,2,,,,,1,night set,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Round_FISHc_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Round_FISHc_011.jpg,
58749840,"3 trap nets, 2 exp. gill nets",NA,1 night set,trap,trap,3,,,,,1,night set,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Round_FISHc_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Round_FISHc_011.jpg,
58749849,gill net and hook and line,exp.,250feet,gill,exp,1,,,250,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Crawford_Clear_FISHc_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Crawford_Clear_FISHc_016.jpg,
58749849,gill net and hook and line,exp.,250feet,rod,hook,NA,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Crawford_Clear_FISHc_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Crawford_Clear_FISHc_016.jpg,
58749853,4 gill nets. hook and line,125feet 1inches mesh 375feet 2inches mesh,500feet,gill,gill,4,1 or 2 ,inches,125 or 375,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Crawford_Glory_FISHc_033.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Crawford_Glory_FISHc_034.jpg,
58749853,4 gill nets. hook and line,125feet 1inches mesh 375feet 2inches mesh,500feet,rod,hook,NA,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Crawford_Glory_FISHc_033.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Crawford_Glory_FISHc_034.jpg,
58749878,"common. s seine, 25 feet bag seine.",common. s & 0.25inches in bag,20 feet and 25 feet,seine,bag,1,0.25,inches,25,feet,5,hauls,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Crawford_Margrethe_FISHc_056.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Crawford_Margrethe_FISHc_057.jpg,
58749878,"common. s seine, 25 feet bag seine.",common. s & 0.25inches in bag,20 feet and 25 feet,seine,common,1,,,20,feet,5,hauls,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Crawford_Margrethe_FISHc_056.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Crawford_Margrethe_FISHc_057.jpg,
58749884,exp. gill,0.75-2inches inch 2inches bar,125 feet,gill,exp,1,0.75-2,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Genesse_Lobdell_25-11_1941_FISHc_002_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Genesse_Lobdell_25-11_1941_FISHc_002_02.jpg,
58749892,exp. gill,0.75 bar-2 bar inches ,125 feet,gill,exp,1,0.75-2,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Genesse_Lobdell_25-11_1941_FISHc_008_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Genesse_Lobdell_25-11_1941_FISHc_008_02.jpg,
58749895,exp. gill,0.75-2inches inch bar,125 feet,gill,exp,1,0.75-2,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Genesse_Lobdell_25-11_1941_FISHc_010_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Genesse_Lobdell_25-11_1941_FISHc_010_02.jpg,
58749899,exp. gill,.75 bar-2 bar inches ,125 feet,gill,exp,1,0.75-2,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Genesse_Lobdell_25-11_1941_FISHc_012_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Genesse_Lobdell_25-11_1941_FISHc_012_02.jpg,
58750178,3 gill nets,"exp., 1inches, and & 1.5inches inches bar",125feet feet each,gill,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gladwin_Trout_FISHc_058.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gladwin_Trout_FISHc_059.jpg,
58750178,3 gill nets,"exp., 1inches, and & 1.5inches inches bar",125feet feet each,gill,bar,1,1,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gladwin_Trout_FISHc_058.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gladwin_Trout_FISHc_059.jpg,
58750178,3 gill nets,"exp., 1inches, and & 1.5inches inches bar",125feet feet each,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gladwin_Trout_FISHc_058.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gladwin_Trout_FISHc_059.jpg,
58750215,gill nets,exp. 1.5 inch bar,250feet feet,gill,exp,1,1.5,inches,250,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gladwin_Wiggins_FISHc_122.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gladwin_Wiggins_FISHc_123.jpg,
58750274,"1-125feet x 1.5inches bar, 1-125feet x graded exp. gill net.","1.5 inch bar, graded experimental",gill net,gill,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Albino_FISHc_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Albino_FISHc_020.jpg,
58750274,"1-125feet x 1.5inches bar, 1-125feet x graded exp. gill net.","1.5 inch bar, graded experimental",gill net,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Albino_FISHc_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Albino_FISHc_020.jpg,
58750287,2 linen gill nets,1 - 1.5inches inch bar and 1 exp.,125feet feet ea.,gill,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Beatons_FISHc_044.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Beatons_FISHc_045.jpg,
58750287,2 linen gill nets,1 - 1.5inches inch bar and 1 exp.,125feet feet ea.,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Beatons_FISHc_044.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Beatons_FISHc_045.jpg,
58750291,"4-125feet experimental gill nets, 1-1inches bar, 1-1.5 bar gill nets",1 bar-1.5 bar inches ,125 feet,gill,experimental,4,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Beatons_FISHc_050.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Beatons_FISHc_051.jpg,
58750291,"4-125feet experimental gill nets, 1-1inches bar, 1-1.5 bar gill nets",1 bar-1.5 bar inches ,125 feet,gill,bar,1,1.5,inches,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Beatons_FISHc_050.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Beatons_FISHc_051.jpg,
58750291,"4-125feet experimental gill nets, 1-1inches bar, 1-1.5 bar gill nets",1 bar-1.5 bar inches ,125 feet,gill,bar,1,1,inches,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Beatons_FISHc_050.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Beatons_FISHc_051.jpg,
58750292,"2-125feet exp. gill nets, 1-1 - 1.5inches bar, 1-1inches - 1inches bar gill net.",NA,NA,gill,bar,1,1.5,inches,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Beatons_FISHc_048.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Beatons_FISHc_049.jpg,
58750292,"2-125feet exp. gill nets, 1-1 - 1.5inches bar, 1-1inches - 1inches bar gill net.",NA,NA,gill,bar,1,1,inches,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Beatons_FISHc_048.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Beatons_FISHc_049.jpg,
58750292,"2-125feet exp. gill nets, 1-1 - 1.5inches bar, 1-1inches - 1inches bar gill net.",NA,NA,gill,exp,2,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Beatons_FISHc_048.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Beatons_FISHc_049.jpg,
58750298,seine,0.25inches inch bar,30feet ,seine,seine,1,0.25,inches bar,30,feet,3,hauls,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Birch_FISHc_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Birch_FISHc_013.jpg,
58750323,1-125feet x graded exp. gill net. 1-125feet x 1.5inches bar gill net.,NA,125 feet,gill,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Cisco_FISHc_035.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Cisco_FISHc_036.jpg,
58750323,1-125feet x graded exp. gill net. 1-125feet x 1.5inches bar gill net.,NA,125 feet,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Cisco_FISHc_035.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Cisco_FISHc_036.jpg,
58750350,bag seine and common sense seine,NA,30feet & 20feet respectively,seine,bag,1,,,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Cloverleaf_FISHc_048.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Cloverleaf_FISHc_049.jpg,
58750350,bag seine and common sense seine,NA,30feet & 20feet respectively,seine,common,1,,,20,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Cloverleaf_FISHc_048.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Cloverleaf_FISHc_049.jpg,
58750351,bag seine and common sense seine,NA,30feet & 20feet respectively,seine,bag,1,,,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Cloverleaf_FISHc_052.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Cloverleaf_FISHc_053.jpg,
58750351,bag seine and common sense seine,NA,30feet & 20feet respectively,seine,common,1,,,20,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Cloverleaf_FISHc_052.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Cloverleaf_FISHc_053.jpg,
58750353,bag seine and common sense seine,NA,30feet x 20feet respectively,seine,bag,1,,,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Cloverleaf_FISHc_054.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Cloverleaf_FISHc_055.jpg,
58750353,bag seine and common sense seine,NA,30feet x 20feet respectively,seine,common,1,,,20,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Cloverleaf_FISHc_054.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Cloverleaf_FISHc_055.jpg,
58750358,3 - 125feet feet experimental gill net (125feet feet x 4 graded) angling with pork chunk,NA,125 feet,gill,experimental,3,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Crane_FISHc_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Crane_FISHc_007.jpg,
58750358,3 - 125feet feet experimental gill net (125feet feet x 4 graded) angling with pork chunk,NA,125 feet,rod,angling,NA,,,,,4,hours,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Crane_FISHc_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Crane_FISHc_007.jpg,
58750367,seines,0.25 bag and common sense,25 feet bag and 8 feet,seine,bag,1,0.25,inches,25,feet,2,hauls,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Crooked_FISHc_042.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Crooked_FISHc_043.jpg,
58750367,seines,0.25 bag and common sense,25 feet bag and 8 feet,seine,common,1,,,8,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Crooked_FISHc_042.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Crooked_FISHc_043.jpg,
58750375,5 - nylon gill nets,4 exp. 1 1.5 bar,125-250 feet,gill,exp,4,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Dawn_FISHc_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Dawn_FISHc_016.jpg,
58750375,5 - nylon gill nets,4 exp. 1 1.5 bar,125-250 feet,gill,bar,1,1.5,inches,250,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Dawn_FISHc_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Dawn_FISHc_016.jpg,
58750377,4 - nylon gill nets,3 exp 1 1.5inches bar,3 125feet ; 1 250feet ,gill,exp,3,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Cyrus_FISHc_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Cyrus_FISHc_019.jpg,
58750377,4 - nylon gill nets,3 exp 1 1.5inches bar,3 125feet ; 1 250feet ,gill,bar,1,1.5,inches,250,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Cyrus_FISHc_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Cyrus_FISHc_019.jpg,
58750412,"30feet bag seine, 20feet common sense seine","0.25inches bag, c.s.","20feet, 20feet",seine,bag,1,0.25,inches,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Duck_FISHc_078.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Duck_FISHc_079.jpg,
58750412,"30feet bag seine, 20feet common sense seine","0.25inches bag, c.s.","20feet, 20feet",seine,common,1,,,20,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Duck_FISHc_078.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Duck_FISHc_079.jpg,
58750502,bag seine; common sense seine,0.25-0.5 inches ,15-35 feet,seine,bag,1,0.5,inches,35,feet,3,hauls,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Gogebic_FISHc_180.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Gogebic_FISHc_181.jpg,
58750502,bag seine; common sense seine,0.25-0.5 inches ,15-35 feet,seine,common,1,0.25,inches,15,feet,3,hauls,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Gogebic_FISHc_180.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Gogebic_FISHc_181.jpg,
58750579,2 nylon gill nets,1-1 - 1.5inches bar 1 exp.,125feet,gill,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Grass_FISHc_034.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Grass_FISHc_035.jpg,
58750579,2 nylon gill nets,1-1 - 1.5inches bar 1 exp.,125feet,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Grass_FISHc_034.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Grass_FISHc_035.jpg,
58750602,4 nylon gill net 3 linen gill nets,4 exp. 3 - 1.5inches inch bar,125feet feet ea.,gill,exp,4,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Hilltop_FISHc_047.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Hilltop_FISHc_048.jpg,
58750602,4 nylon gill net 3 linen gill nets,4 exp. 3 - 1.5inches inch bar,125feet feet ea.,gill,bar,3,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Hilltop_FISHc_047.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Hilltop_FISHc_048.jpg,
58750621,2 linen gill nets,1 exp. 1-1.5inches bar,125feet ea.,gill,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Imp_FISHc_050.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Imp_FISHc_051.jpg,
