subject_id,gear_used_kind,gear_used_length,gear_used_mesh,gear,gear2,number,gear_effort,gear_effort_units,front,back,
58748582,exp. gill net,125 feet,1.5 - 4 in.,gillnet,exp,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Barneys_FISHc_13.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Barneys_FISHc_13p2.jpg,
58748583,exp. gill net,125 feet,1.5 - 4 in,gillnet,exp,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Barneys_FISHc_16.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Barneys_FISHc_16p2.jpg,
58748584,gill nets,825 feet,see point below examination notes,gillnet,gill,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_14.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_14p2.jpg,
58748585,gill net (2 experimentals tied together),250 feet,1.5 - 4inches stretched,gillnet,experimentals,2,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_15.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_15p2.jpg,
58748586,gill nets,125 feet,experimental,gillnet,experimental,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_30.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_30p2.jpg,
58748588,gill net (2 experimentals tied together),250 feet,1.5inches-4inches stretch,gillnet,experimentals,2,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_16.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_16p2.jpg,
58748590,gill net,250 feet,experimental,gillnet,experimental,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_32.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_32p2.jpg,
58748591,gill net,250 feet,experimental,gillnet,experimental,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_33.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_33p2.jpg,
58748593,common sense seines,8 feet and 20 feet,.25inches common. common sense,seine,common,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix122_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix122p2_FISHc.jpg,
58748594,bag seine,125 feet,.25 inch in bag,seine,bag,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix124_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix124p2_FISHc.jpg,
58748595,bag seine,125 feet,.25 inch in bag,seine,bag,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix125_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix125p2_FISHc.jpg,
58748596,bag seine,125 feet,.25 inch in bag,seine,bag,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix126_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix126p2_FISHc.jpg,
58748597,bag seine,125 feet,.25 inch in bag,seine,bag,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix127_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix127p2_FISHc.jpg,
58748599,bag seine,25 feet,NA,seine,bag,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix128_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix128p2_FISHc.jpg,
58748601,bag seine,25 feet,.25 inch in bag,seine,bag,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix131_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix131p2_FISHc.jpg,
58748602,experimental gill net,125feet,1.5 to 4inches inch stretch,gillnet,experimental,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix134_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix134p2_FISHc.jpg,
58748603,gill net,125feet,3inches stretch,gillnet,gill,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix136_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix136p2_FISHc.jpg,
58748604,gill net,400 feet,2.5 - 2 2-3/8 - 2 2-5/8,gillnet,gill,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix132_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix132p2_FISHc.jpg,
58748605,experimental gill net,125feet,1.5 - 4inches stretch,gillnet,experimental,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix135_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix135p2_FISHc.jpg,
58748606,exp. gill net,125feet,1.5 to 4inches inches stretch,gillnet,exp,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix133_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix133p2_FISHc.jpg,
58748607,experimental gill net,125feet,1.5 to 4inches stretch,gillnet,experimental,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix137_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix137p2_FISHc.jpg,
58748608,exp. gill net,125 feet,1.5 - 4 inch stretch,gillnet,exp,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix138_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix138p2_FISHc.jpg,
58748609,4 gill net,125feet,1.5 to 4inches stretch,gillnet,gill,4,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix139_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix139p2_FISHc.jpg,
58748610,exp. gill net,125 feet,1 .25 to 3 in,gillnet,exp,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix141_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix141p2_FISHc.jpg,
58748611,gill net,125 feet,3inches inch stretch,gillnet,gill,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix140_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix140p2_FISHc.jpg,
58748612,exp. gill net,125 feet,1.5 - 4 in.,gillnet,exp,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix143_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix143p2_FISHc.jpg,
58748613,4 gill net,125 feet,1.5-3 - 3,gillnet,gill,4,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix142_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix142p2_FISHc.jpg,
58748614,exp. gill net,125 feet,1.5 1-.5 - 4inches inch stretch,gillnet,exp,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix144_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix144p2_FISHc.jpg,
58748615,gill net,125feet,3inches stretch,gillnet,gill,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix146_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix146p2_FISHc.jpg,
58748616,exp. gill net,125feet,1.5 - 4inches stretch,gillnet,exp,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix145_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix145p2_FISHc.jpg,
58748617,experimental gill nets,125feet,1.5 to 4inches stretch,gillnet,experimental,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix149_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix149p2_FISHc.jpg,
58748618,experimental gill net,125feet,1.5 to 4inches stretch,gillnet,experimental,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix147_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix147p2_FISHc.jpg,
58748619,experimental gill net,125feet,1.5 to 4inches stretch,gillnet,experimental,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix148_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix148p2_FISHc.jpg,
58748620,experimental gill net,125feet,1.5 to 4inches inch stretch,gillnet,experimental,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix150_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix150p2_FISHc.jpg,
58748621,4 gill net,125feet,1.5 - 4inches stretch,gillnet,gill,4,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix152_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix152p2_FISHc.jpg,
58748622,experimental gill net,125feet,1.5 to 4inches inch stretch,gillnet,experimental,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix151_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix151p2_FISHc.jpg,
58748623,exp. gill net,125 feet,1 in - 4 in.,gillnet,exp,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix153_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix153p2_FISHc.jpg,
58748624,gill net,125 feet,1.5.5 - 4inches in,gillnet,gill,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix154_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix154p2_FISHc.jpg,
58748625,exp. gill net,125 feet,1.5 - 4 in. stretch,gillnet,exp,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix155_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix155p2_FISHc.jpg,
58748626,exp. gill net,125 feet,1.5 - 4 in. stretch,gillnet,exp,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix156_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix156p2_FISHc.jpg,
58748627,exp. gill net,125feet,1.5 to 4inches stretch,gillnet,exp,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix157_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix157p2_FISHc.jpg,
58748628,exp. gill net,125,1.5 to 4inches inch stretch,gillnet,exp,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix158_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix158p2_FISHc.jpg,
58748629,exp. gill net,125 feet,1.5-4 - 4 in,gillnet,exp,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix162_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix162p2_FISHc.jpg,
58748630,experimental gill net,125feet,1.5 to 4inches stretch,gillnet,experimental,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix159_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix159p2_FISHc.jpg,
58748631,exp. gill net,125feet,1.5 to 4inches stretch,gillnet,exp,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix160_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix160p2_FISHc.jpg,
58748632,exp. gill net,125 feet,1.5 - 4 in.,gillnet,exp,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix161_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix161p2_FISHc.jpg,
58748633,gill net,125feet,3inches inch stretch,gillnet,gill,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix163_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix163p2_FISHc.jpg,
58748634,exp. gill net,125feet,1.5-4 inches stretch,gillnet,exp,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix166_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix166p2_FISHc.jpg,
58748635,experimental gill net,125 feet,1.5 to 4inches stretch,gillnet,experimental,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix164_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix164p2_FISHc.jpg,
58748636,4 gill net,125feet,1.5-4.5 - 4inches stretch,gillnet,gill,4,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix165_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix165p2_FISHc.jpg,
58748637,experimental gill net,125feet,1.5 - 4inches inch stretch,gillnet,experimental,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix167_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix167p2_FISHc.jpg,
58748638,exp. gill net,125feet,1.5 to 4inches stretch,gillnet,exp,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix168_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix168p2_FISHc.jpg,
58748639,nylon gill net - nylon - plaster floats,125 feet,4inches stretch,gillnet,gill,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix169_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix169p2_FISHc.jpg,
58748640,experimental gill net,125,1.5 - 4inches inches stretch,gillnet,experimental,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix170_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix170p2_FISHc.jpg,
58748641,gill net,125feet,3inches inch stretch,gillnet,gill,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix171_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix171p2_FISHc.jpg,
58748642,nylon gill net,125feet,4inches inch stretch,gillnet,gill,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix172_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix172p2_FISHc.jpg,
58748643,exp. gill net,125feet,1.5 to 4inches stretch,gillnet,exp,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix174_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix174p2_FISHc.jpg,
58748644,exp. gill net,125feet,1.5 to 4 inch stretch,gillnet,exp,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix173_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix173p2_FISHc.jpg,
58748645,exp. gill net,125,1.5 - 4inches stretch streath,gillnet,exp,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix175_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix175p2_FISHc.jpg,
58748646,exp. gill net,125feet,1.5 - 4inches stretch,gillnet,exp,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix176_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix176p2_FISHc.jpg,
58748650,exp. gill net,125 feet,1.5 - 4 inch,gillnet,exp,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix177_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix177p2_FISHc.jpg,
58748651,nylon gill net,600feet,2inches inch stretch,gillnet,gill,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix209_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix209p2_FISHc.jpg,
58748652,exp. gill net,125feet,1.5 - 4inches stretch,gillnet,exp,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix178_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix178p2_FISHc.jpg,
58748653,gill net,125 feet,3 in. stretch,gillnet,gill,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix179_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix179p2_FISHc.jpg,
58748654,deep water trawl h-3,towing time 10 at 440 rpm and 640 rpm,NA,trawl,trawl,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix208_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix208p2_FISHc.jpg,
58748655,trap 6feet,50 feet lead,2inches,trap net,trap,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix54_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix54p2_FISHc.jpg,
58748656,trap 6feet,50 feet lead,2inches,trap net,trap,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix56_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix56p2_FISHc.jpg,
58748657,trap 6feet,50 feet lead,2inches,trap net,trap,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix55_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix55p2_FISHc.jpg,
58748658,trap 6feet,50 feet lead,2inches,trap net,trap,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix57_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix57p2_FISHc.jpg,
58748659,trap 6feet,50 feet lead,2inches,trap net,trap,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix58_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix58p2_FISHc.jpg,
58748660,trap 6feet,50 feet lead,2inches inch,trap net,trap,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix59_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix59p2_FISHc.jpg,
58748661,trap 6feet foot,50feet foot,2inches inch,trap net,trap,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix62_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix62p2_FISHc.jpg,
58748662,trap 6feet,50 feet lead,2inches inch,trap net,trap,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix63_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix63p2_FISHc.jpg,
